,SNumber,Date,Time,DNumber,Dtime,Ptime
16642,2227,16.11.20,10:38:18,88005551596,   03:00,6:56:00
16643,2227,16.11.20,15:23:00,89286954440,   00:00,6:56:00
16651,2227,19.11.20,09:31:12,88005551596,   02:00,6:56:00
16654,2227,19.11.20,11:21:18,88005551596,   01:00,6:56:00
16660,2227,20.11.20,09:30:00,88005551596,   06:00,6:56:00
16666,2227,24.11.20,09:42:18,88005551596,   05:00,6:56:00
16667,2227,24.11.20,12:28:54,88005551596,   01:00,6:56:00
16668,2227,24.11.20,12:30:30,88005551596,   06:00,6:56:00
16733,2227,21.12.20,11:23:36,84999569462,   01:00,6:56:00
16739,2227,21.12.20,15:04:18,722090,   01:00,6:56:00
16740,2227,21.12.20,15:06:36,89287465045,   02:00,6:56:00
16787,2227,13.01.21,17:44:36,1026034,   01:00,6:56:00
16802,2227,20.01.21,11:30:00,1074168,   02:00,6:56:00
16818,2227,25.01.21,11:56:54,771224,   01:00,6:56:00
16819,2227,25.01.21,11:57:36,771227,   01:00,6:56:00
16820,2227,25.01.21,11:58:36,771228,   01:00,6:56:00
16831,2227,28.01.21,10:16:00,89897022419,   00:00,6:56:00
16832,2227,28.01.21,10:35:42,89897022419,   06:00,6:56:00
16857,2227,16.02.21,09:57:42,89626461913,   02:00,6:56:00
16873,2227,20.02.21,13:38:30,1039416,   01:00,6:56:00
16885,2227,09.03.21,09:29:12,1017369,   01:00,6:56:00
16891,2227,10.03.21,13:07:42,771227,   01:00,6:56:00
16893,2227,10.03.21,17:14:42,771227,   04:00,6:56:00
16912,2227,18.03.21,09:13:42,771227,   01:00,6:56:00
16916,2227,22.03.21,10:28:42,771227,   01:00,6:56:00
16919,2227,22.03.21,10:30:48,771227,   01:00,6:56:00
16920,2227,22.03.21,11:15:54,771227,   01:00,6:56:00
16923,2227,22.03.21,11:56:42,771227,   01:00,6:56:00
16928,2227,23.03.21,11:09:42,771228,   01:00,6:56:00
16966,2227,02.04.21,15:07:06,1074168,   01:00,6:56:00
17010,2227,14.04.21,11:53:00,89656962222,   00:00,6:56:00
17011,2227,14.04.21,11:53:30,89640291629,   01:00,6:56:00
17012,2227,14.04.21,11:54:18,89287925468,   01:00,6:56:00
17017,2227,14.04.21,12:39:06,89282991087,   03:00,6:56:00
17114,2227,23.06.21,10:20:00,1017101,   02:00,6:56:00
17128,2227,23.06.21,16:55:54,88003022302,   01:00,6:56:00
17129,2227,23.06.21,16:55:54,88003022302,   01:00,6:56:00
17130,2227,23.06.21,16:57:00,88002508800,   00:00,6:56:00
17131,2227,23.06.21,16:58:00,84956796602,   00:00,6:56:00
17132,2227,23.06.21,16:58:54,84959870909,   01:00,6:56:00
17133,2227,23.06.21,16:58:54,84959870909,   01:00,6:56:00
17142,2227,25.06.21,13:36:00,89286954440,   00:00,6:56:00
17146,2227,30.06.21,10:59:00,82062195,   00:00,6:56:00
17149,2227,30.06.21,14:51:54,84959862554,   02:00,6:56:00
17157,2227,02.07.21,09:49:54,770559,   02:00,6:56:00
17164,2227,08.07.21,17:23:48,724070,   01:00,6:56:00
17177,2227,15.07.21,12:45:00,88139852013,   00:00,6:56:00
17178,2227,15.07.21,12:45:00,88139852013,   00:00,6:56:00
17186,2227,26.07.21,11:05:00,1057875,   00:00,6:56:00
17187,2227,26.07.21,11:05:00,1057875,   00:00,6:56:00
17188,2227,26.07.21,11:06:00,1057875,   00:00,6:56:00
17190,2227,16.08.21,15:31:42,771212,   01:00,6:56:00
17193,2227,17.08.21,12:11:48,444514,   00:00,6:56:00
17194,2227,17.08.21,12:12:48,444140,   00:00,6:56:00
17195,2227,17.08.21,14:40:42,444514,   00:00,6:56:00
17243,2227,01.09.21,09:29:06,1017369,   03:00,6:56:00
17258,2227,06.09.21,11:24:24,89151134898,   01:00,6:56:00
17262,2227,07.09.21,14:27:36,88005055183,   16:00,6:56:00
17273,2227,09.09.21,10:14:12,89659777171,   01:00,6:56:00
17280,2227,17.09.21,12:55:42,1074294,   01:00,6:56:00
17282,2227,21.09.21,14:49:30,89289186646,   01:00,6:56:00
17284,2227,27.09.21,10:03:06,89287254411,   01:00,6:56:00
17307,2227,29.09.21,12:52:48,8928695440,   01:00,6:56:00
17308,2227,29.09.21,12:53:24,89286954440,   01:00,6:56:00
17309,2227,29.09.21,12:54:18,89286954440,   01:00,6:56:00
17346,2227,22.10.21,11:11:48,770492,   01:00,6:56:00
17358,2227,09.11.21,14:28:06,1066347,   09:00,6:56:00
17359,2227,09.11.21,14:45:00,1057702,   01:00,6:56:00
17360,2227,09.11.21,14:47:18,1039674,   01:00,6:56:00
17361,2227,09.11.21,14:49:54,1015989,   04:00,6:56:00
17363,2227,09.11.21,15:52:42,89286954440,   01:00,6:56:00
17364,2227,09.11.21,15:54:30,89286954440,   01:00,6:56:00
17365,2227,09.11.21,15:54:54,89286954440,   01:00,6:56:00
17366,2227,09.11.21,16:34:48,89286954440,   01:00,6:56:00
17367,2227,09.11.21,16:34:42,89286954440,   01:00,6:56:00
17368,2227,09.11.21,16:54:24,89287296660,   01:00,6:56:00
17374,2227,11.11.21,11:28:42,89284465555,   01:00,6:56:00
17376,2227,11.11.21,11:29:48,89286953712,   02:00,6:56:00
17378,2227,11.11.21,11:30:54,89604349559,   01:00,6:56:00
17379,2227,11.11.21,11:32:00,89604349559,   00:00,6:56:00
17381,2227,11.11.21,11:34:48,89286405514,   01:00,6:56:00
17382,2227,11.11.21,11:36:42,88734444862,   01:00,6:56:00
17383,2227,11.11.21,11:38:00,89287421479,   00:00,6:56:00
17384,2227,11.11.21,11:38:12,89287421470,   02:00,6:56:00
17443,2227,09.12.21,09:29:48,1016792,   02:00,6:56:00
17461,2227,16.12.21,14:51:18,89287284043,   01:00,6:56:00
17462,2227,16.12.21,14:52:54,89626394343,   02:00,6:56:00
17469,2227,20.12.21,12:08:48,89626394343,   03:00,6:56:00
17470,2227,20.12.21,14:53:48,89626394343,   02:00,6:56:00
17501,2227,18.01.22,11:57:42,89286954440,   01:00,6:56:00
17535,2227,07.02.22,11:41:54,89626465050,   01:00,6:56:00
17536,2227,07.02.22,11:42:24,89626465050,   01:00,6:56:00
17537,2227,07.02.22,11:43:36,89626465050,   01:00,6:56:00
17546,2227,10.02.22,17:00:18,1074168,   01:00,6:56:00
17551,2227,15.02.22,10:52:24,89128206019,   01:00,6:56:00
17553,2227,15.02.22,16:43:54,89284725252,   01:00,6:56:00
17554,2227,15.02.22,16:44:54,89287425858,   02:00,6:56:00
17555,2227,15.02.22,16:47:30,89280927481,   02:00,6:56:00
17556,2227,16.02.22,09:33:42,771414,   01:00,6:56:00
17557,2227,16.02.22,09:35:06,89280986959,   01:00,6:56:00
17558,2227,16.02.22,09:36:00,89286960090,   00:00,6:56:00
17559,2227,16.02.22,09:36:30,89286960000,   01:00,6:56:00
17604,2227,15.03.22,16:57:48,89287311060,   01:00,6:56:00
17605,2227,16.03.22,11:11:36,89888201526,   01:00,6:56:00
17606,2227,16.03.22,14:08:30,89888201526,   02:00,6:56:00
17609,2227,16.03.22,16:22:54,89280993350,   01:00,6:56:00
17610,2227,16.03.22,16:23:42,89604351617,   01:00,6:56:00
17613,2227,16.03.22,16:24:36,89604325337,   01:00,6:56:00
17616,2227,18.03.22,10:44:54,88095054777,   01:00,6:56:00
17617,2227,18.03.22,10:54:48,84992152300,   01:00,6:56:00
17623,2227,29.03.22,15:40:06,1050005,   02:00,6:56:00
17646,2227,05.04.22,17:11:54,89615244482,   02:00,6:56:00
17656,2227,07.04.22,14:54:00,89280986959,   00:00,6:56:00
17657,2227,07.04.22,16:41:18,89289197291,   02:00,6:56:00
17658,2227,07.04.22,16:43:30,89287903876,   02:00,6:56:00
17665,2227,11.04.22,14:52:00,88005558765,   01:00,6:56:00
17678,2227,20.04.22,10:14:54,8928726,   02:00,6:56:00
17679,2227,20.04.22,10:15:54,89287267846,   01:00,6:56:00
17756,2227,21.06.22,17:10:54,89286954440,   01:00,6:56:00
17780,2227,01.07.22,12:41:54,89286954440,   01:00,6:56:00
17781,2227,01.07.22,12:41:54,89286954440,   01:00,6:56:00
17785,2227,05.07.22,10:06:36,89287337755,   01:00,6:56:00
17786,2227,05.07.22,10:07:54,89287337755,   01:00,6:56:00
17787,2227,05.07.22,10:07:48,89287955979,   01:00,6:56:00
17788,2227,05.07.22,10:09:00,89280930592,   01:00,6:56:00
17789,2227,05.07.22,10:10:00,89287337755,   00:00,6:56:00
17799,2227,08.07.22,14:40:36,84997552323,   01:00,6:56:00
17851,2227,29.08.22,17:12:54,89286954440,   01:00,6:56:00
17852,2227,29.08.22,17:14:54,89286954440,   01:00,6:56:00
17853,2227,29.08.22,17:17:00,89286954440,   00:00,6:56:00
17863,2227,12.09.22,10:35:36,89230187001,   01:00,6:56:00
17865,2227,12.09.22,13:53:54,89626486086,   01:00,6:56:00
17868,2227,13.09.22,15:42:48,89286954440,   01:00,6:56:00
17903,2227,12.10.22,10:46:00,882314382503,   00:00,6:56:00
17925,2227,18.10.22,15:00:54,89286954440,   01:00,6:56:00
17974,2227,11.11.22,11:21:54,89286954440,   01:00,6:56:00
17975,2227,11.11.22,11:55:24,1077212,   02:00,6:56:00
17976,2227,11.11.22,11:57:24,1077212,   01:00,6:56:00
17977,2227,11.11.22,11:57:54,84959877212,   01:00,6:56:00
17978,2227,11.11.22,11:57:54,1073832,   02:00,6:56:00
17990,2227,16.11.22,14:53:00,88007750000,   00:00,6:56:00
18059,2227,06.12.23,10:39:12,84957755505,   02:00,6:56:00
18072,2227,12.12.23,11:54:36,89287940508,   01:00,6:56:00
18075,2227,12.12.23,13:02:42,89289202444,   01:00,6:56:00
18086,2227,13.12.23,16:21:12,1016792,   02:00,6:56:00
18145,2227,01.02.23,09:48:36,771046,   01:00,6:56:00
18149,2227,06.02.23,10:48:48,89774407989,   01:00,6:56:00
18167,2227,16.02.23,12:08:06,1015856,   01:00,6:56:00
18185,2227,02.03.23,15:54:00,84957714267,   00:00,6:56:00
18194,2227,28.03.23,11:58:30,84956209191,   01:00,6:56:00
18201,2227,03.04.23,12:05:54,89286954440,   01:00,6:56:00
18202,2227,03.04.23,12:51:24,84955005550,   01:00,6:56:00
18205,2227,04.04.23,08:51:54,89286954440,   01:00,6:56:00
18216,2227,07.04.23,12:18:54,89286954440,   01:00,6:56:00
18232,2227,18.04.23,11:23:54,89286954440,   01:00,6:56:00
18233,2227,18.04.23,11:22:48,89286954440,   01:00,6:56:00
18264,2227,12.05.23,14:13:24,89604337298,   01:00,6:56:00
18268,2227,12.05.23,14:23:00,89604337298,   00:00,6:56:00
18295,2227,18.05.23,14:41:00,773006,   00:00,6:56:00
18324,2227,22.05.23,15:27:36,89287915110,   01:00,6:56:00
18325,2227,22.05.23,15:27:54,89287915110,   01:00,6:56:00
18328,2227,22.05.23,16:51:54,89287915110,   01:00,6:56:00
18330,2227,22.05.23,16:50:00,89286954440,   00:00,6:56:00
18393,2227,06.07.23,14:37:06,1050005,   01:00,6:56:00
18417,2227,14.07.23,08:54:00,88001000000,   01:00,6:56:00
18418,2227,14.07.23,08:55:00,88001000000,   00:00,6:56:00
18432,2227,17.08.23,11:41:00,89652550058,   00:00,6:56:00
18433,2227,17.08.23,11:41:18,83652550058,   02:00,6:56:00
18444,2227,21.08.23,14:09:54,8495773006,   01:00,6:56:00
18445,2227,21.08.23,14:09:42,8773006,   01:00,6:56:00
18453,2227,22.08.23,11:54:54,89652550058,   01:00,6:56:00
18480,2227,04.09.23,14:37:42,771035,   01:00,6:56:00
18481,2227,04.09.23,14:39:48,771035,   01:00,6:56:00
18482,2227,04.09.23,14:41:48,771035,   01:00,6:56:00
18485,2227,04.09.23,14:43:00,771035,   00:00,6:56:00
18486,2227,04.09.23,15:08:48,771035,   01:00,6:56:00
18506,2227,12.09.23,13:35:48,8662777047,   01:00,6:56:00
18516,2227,19.09.23,15:48:48,84999236697,   01:00,6:56:00
18517,2227,19.09.23,15:49:42,84999236697,   01:00,6:56:00
18518,2227,20.09.23,11:09:00,84993978076,   00:00,6:56:00
18519,2227,20.09.23,11:09:00,84993978076,   00:00,6:56:00
18520,2227,21.09.23,14:56:54,84993978076,   01:00,6:56:00
18521,2227,21.09.23,14:57:42,84999236697,   01:00,6:56:00
18538,2227,06.10.23,14:06:30,84999236697,   01:00,6:56:00
18541,2227,06.10.23,16:07:54,84958810140,   01:00,6:56:00
18570,2227,12.10.23,14:22:54,84999236697,   01:00,6:56:00
18628,2227,26.10.23,15:57:12,1077413,   01:00,6:56:00
18635,2227,01.11.23,13:51:48,84957777777,   06:00,6:56:00
18636,2227,01.11.23,13:59:42,772525,   03:00,6:56:00
18663,2227,14.11.23,15:14:48,772526,   01:00,6:56:00
18686,2227,27.11.23,11:49:00,888612611591,   00:00,6:56:00
18693,2227,27.11.23,13:48:12,89181513556,   02:00,6:56:00
18695,2227,27.11.23,13:54:00,89181513556,   00:00,6:56:00
18696,2227,27.11.23,13:54:18,89181513556,   01:00,6:56:00
18724,2227,04.12.23,11:26:54,89181513556,   05:00,6:56:00
18726,2227,04.12.23,12:09:12,89181513556,   01:00,6:56:00
18727,2227,04.12.23,12:11:48,89181513556,   01:00,6:56:00
18728,2227,04.12.23,12:12:42,89181513556,   01:00,6:56:00
18729,2227,04.12.23,12:13:36,89181513556,   01:00,6:56:00
18731,2227,04.12.23,12:47:42,89181513556,   04:00,6:56:00
18742,2227,06.12.23,11:41:48,89181513556,   01:00,6:56:00
18789,2227,21.12.23,14:30:48,89286954440,   01:00,6:56:00
18790,2227,21.12.23,14:30:54,89286954440,   01:00,6:56:00
18827,2228,26.12.19,11:02:00,00,   00:00,2:41:00
18828,2228,26.12.19,11:26:54,00,   01:00,2:41:00
18832,2228,30.12.19,16:18:42,8800554250,   01:00,2:41:00
18833,2228,30.12.19,16:18:48,800554250,   01:00,2:41:00
18858,2228,14.04.20,18:25:54,89183327403,   02:00,2:41:00
18859,2228,15.04.20,09:27:12,89183327403,   01:00,2:41:00
18916,2228,20.04.21,15:01:00,1039393,   00:00,2:41:00
18917,2228,20.04.21,14:56:00,1039393,   33:00,2:41:00
18947,2228,02.07.21,09:44:48,8770559,   01:00,2:41:00
18951,2228,26.07.21,09:57:42,8734554250,   01:00,2:41:00
18958,2228,14.12.21,09:27:12,84957539393,   01:00,2:41:00
18959,2228,14.12.21,09:28:48,84957539393,   02:00,2:41:00
18960,2228,14.12.21,09:30:24,84957539393,   01:00,2:41:00
18961,2228,14.12.21,09:32:30,84957539393,   01:00,2:41:00
18962,2228,14.12.21,09:33:48,1039393,   02:00,2:41:00
18963,2228,14.12.21,09:35:06,1039393,   01:00,2:41:00
18964,2228,14.12.21,09:37:30,1039393,   34:00,2:41:00
18990,2228,28.12.21,14:00:42,1014494,   02:00,2:41:00
19023,2228,30.03.22,17:07:06,1050005,   04:00,2:41:00
19025,2228,08.04.22,16:23:30,1050005,   02:00,2:41:00
19026,2228,11.04.22,17:14:18,1050005,   02:00,2:41:00
19027,2228,12.04.22,09:24:06,1050005,   02:00,2:41:00
19028,2228,13.04.22,17:22:24,1050005,   03:00,2:41:00
19029,2228,13.04.22,17:25:24,1050005,   02:00,2:41:00
19056,2228,18.04.22,14:21:54,89640261844,   03:00,2:41:00
19063,2228,12.05.22,11:48:48,1057796,   05:00,2:41:00
19064,2228,12.05.22,12:09:48,1050005,   05:00,2:41:00
19074,2228,21.07.22,16:54:00,89380094555,   00:00,2:41:00
19075,2228,21.07.22,16:55:48,89380094555,   01:00,2:41:00
19076,2228,21.07.22,16:57:30,89380094555,   04:00,2:41:00
19084,2228,12.10.22,12:02:54,1050005,   04:00,2:41:00
19085,2228,12.10.22,12:16:36,1050005,   07:00,2:41:00
19086,2228,12.10.22,14:06:30,1050005,   03:00,2:41:00
19112,2228,07.12.23,11:42:48,1050005,   06:00,2:41:00
19115,2228,09.12.23,13:23:36,89628657250,   01:00,2:41:00
19128,2228,28.03.23,10:36:42,8038468,   03:00,2:41:00
19129,2228,28.03.23,10:41:48,8040046,   05:00,2:41:00
19169,2228,10.08.23,15:58:30,89679375511,   04:00,2:41:00
19170,2228,10.08.23,16:02:18,89679375511,   01:00,2:41:00
19173,2228,11.09.23,15:46:36,1050005,   01:00,2:41:00
19174,2228,11.09.23,15:54:36,1050005,   03:00,2:41:00
19223,2229,10.01.20,13:23:36,89287394429,   02:00,13:15:00
19233,2229,13.01.20,15:45:54,1050005,   02:00,13:15:00
19292,2229,26.02.20,17:44:06,89287920941,   01:00,13:15:00
19297,2229,28.02.20,19:34:42,89289179807,   01:00,13:15:00
19298,2229,28.02.20,19:35:42,89289179807,   01:00,13:15:00
19299,2229,28.02.20,19:35:54,89289179807,   01:00,13:15:00
19317,2229,23.03.20,10:56:30,1050005,   02:00,13:15:00
19340,2229,27.04.20,12:58:30,89528526606,   04:00,13:15:00
19341,2229,27.04.20,13:02:54,89882424200,   01:00,13:15:00
19342,2229,27.04.20,13:03:48,89882424200,   01:00,13:15:00
19343,2229,27.04.20,13:04:54,89882424200,   01:00,13:15:00
19344,2229,27.04.20,13:07:06,89882424200,   02:00,13:15:00
19345,2229,27.04.20,13:13:48,1078998,   06:00,13:15:00
19347,2229,27.04.20,17:33:48,89287914975,   02:00,13:15:00
19348,2229,27.04.20,17:42:30,89287920941,   01:00,13:15:00
19352,2229,29.04.20,10:18:54,89884602743,   02:00,13:15:00
19353,2229,29.04.20,12:52:12,89184427506,   02:00,13:15:00
19355,2229,29.04.20,15:38:36,89287281025,   01:00,13:15:00
19356,2229,29.04.20,17:11:18,89184427506,   01:00,13:15:00
19357,2229,29.04.20,17:56:18,89184427506,   01:00,13:15:00
19360,2229,07.05.20,12:39:18,89289186050,   02:00,13:15:00
19365,2229,08.05.20,10:53:30,89287478585,   03:00,13:15:00
19366,2229,08.05.20,10:56:18,89280925437,   01:00,13:15:00
19367,2229,08.05.20,10:57:12,89280925437,   01:00,13:15:00
19368,2229,08.05.20,11:01:24,89280925437,   01:00,13:15:00
19369,2229,08.05.20,11:07:24,89280925437,   01:00,13:15:00
19370,2229,08.05.20,11:07:42,86392930,   01:00,13:15:00
19371,2229,08.05.20,11:08:54,89286992930,   03:00,13:15:00
19372,2229,08.05.20,11:22:30,89286992930,   01:00,13:15:00
19388,2229,05.06.20,13:46:06,89286996444,   01:00,13:15:00
19389,2229,05.06.20,13:47:24,89287982233,   01:00,13:15:00
19390,2229,05.06.20,14:07:36,89287982233,   01:00,13:15:00
19391,2229,05.06.20,14:12:42,89287982233,   01:00,13:15:00
19392,2229,05.06.20,14:28:24,89287982233,   02:00,13:15:00
19397,2229,29.06.20,09:33:00,89287920941,   00:00,13:15:00
19398,2229,29.06.20,10:04:54,89287920941,   01:00,13:15:00
19399,2229,29.06.20,13:49:06,89287290101,   01:00,13:15:00
19404,2229,02.07.20,11:29:30,89287982233,   01:00,13:15:00
19405,2229,02.07.20,12:19:00,89287982233,   00:00,13:15:00
19406,2229,02.07.20,12:21:00,89287982233,   00:00,13:15:00
19407,2229,02.07.20,13:33:24,89287982233,   01:00,13:15:00
19421,2229,24.07.20,14:05:42,8732221008,   01:00,13:15:00
19425,2229,15.09.20,10:53:48,89287914975,   09:00,13:15:00
19472,2229,13.10.20,14:11:00,89882424200,   07:00,13:15:00
19473,2229,13.10.20,15:07:48,89283242474,   07:00,13:15:00
19474,2229,13.10.20,16:16:18,1014746,   01:00,13:15:00
19489,2229,21.10.20,11:37:12,1050019,   02:00,13:15:00
19495,2229,21.10.20,18:06:54,86056201744,   01:00,13:15:00
19496,2229,21.10.20,18:06:54,86056201744,   01:00,13:15:00
19497,2229,21.10.20,18:07:00,86056201744,   00:00,13:15:00
19505,2229,30.10.20,13:12:48,771227,   01:00,13:15:00
19506,2229,30.10.20,13:36:36,771227,   01:00,13:15:00
19507,2229,30.10.20,13:37:00,771227,   00:00,13:15:00
19508,2229,30.10.20,13:37:42,771227,   01:00,13:15:00
19522,2229,17.11.20,13:02:54,89188173132,   01:00,13:15:00
19523,2229,17.11.20,13:03:48,89188173132,   01:00,13:15:00
19524,2229,17.11.20,13:04:00,89188173132,   00:00,13:15:00
19536,2229,20.11.20,17:05:30,89528526606,   01:00,13:15:00
19553,2229,26.11.20,11:25:18,89286972683,   04:00,13:15:00
19555,2229,26.11.20,16:54:36,89184600925,   01:00,13:15:00
19556,2229,26.11.20,17:33:48,89287982233,   01:00,13:15:00
19565,2229,07.12.20,12:50:18,89207580508,   03:00,13:15:00
19589,2229,17.12.20,11:19:36,1050005,   01:00,13:15:00
19590,2229,17.12.20,11:19:54,1050005,   02:00,13:15:00
19591,2229,24.12.20,15:12:48,1014654,   03:00,13:15:00
19600,2229,29.12.20,15:57:00,928799,   00:00,13:15:00
19601,2229,29.12.20,15:57:36,89287992277,   03:00,13:15:00
19603,2229,11.01.21,14:19:00,89064863101,   01:00,13:15:00
19604,2229,11.01.21,14:40:30,89064863101,   01:00,13:15:00
19609,2229,14.01.21,13:11:54,89254461822,   01:00,13:15:00
19621,2229,08.02.21,14:57:00,88007000303,   00:00,13:15:00
19631,2229,02.03.21,16:42:06,1050016,   03:00,13:15:00
19643,2229,10.03.21,16:29:36,89250406919,   01:00,13:15:00
19644,2229,11.03.21,12:28:24,89280970473,   02:00,13:15:00
19651,2229,23.03.21,14:07:12,89287917323,   01:00,13:15:00
19656,2229,29.03.21,11:13:12,1069674,   01:00,13:15:00
19657,2229,29.03.21,11:14:54,1069874,   02:00,13:15:00
19668,2229,07.04.21,16:51:18,89626407703,   01:00,13:15:00
19673,2229,12.04.21,10:36:00,89064863101,   00:00,13:15:00
19674,2229,12.04.21,10:36:42,89064863101,   01:00,13:15:00
19675,2229,12.04.21,10:37:24,89287319628,   01:00,13:15:00
19678,2229,14.04.21,13:49:00,89882424200,   09:00,13:15:00
19682,2229,15.04.21,14:37:36,89287394429,   01:00,13:15:00
19683,2229,15.04.21,14:37:36,89287394429,   09:00,13:15:00
19684,2229,15.04.21,14:46:54,89287394429,   01:00,13:15:00
19709,2229,24.05.21,09:47:48,1050005,   04:00,13:15:00
19710,2229,24.05.21,09:57:42,1050005,   02:00,13:15:00
19715,2229,31.05.21,13:48:18,89287475311,   01:00,13:15:00
19716,2229,31.05.21,13:48:42,89287475311,   01:00,13:15:00
19717,2229,31.05.21,14:19:24,89287475311,   06:00,13:15:00
19726,2229,03.06.21,17:08:24,1057705,   02:00,13:15:00
19740,2229,22.06.21,09:19:06,89226777709,   01:00,13:15:00
19749,2229,29.06.21,10:59:12,89287995424,   02:00,13:15:00
19753,2229,02.07.21,14:06:00,89250670001,   00:00,13:15:00
19763,2229,14.07.21,10:27:12,1050005,   03:00,13:15:00
19765,2229,15.07.21,17:45:18,1070178,   07:00,13:15:00
19766,2229,16.07.21,09:12:12,1050005,   01:00,13:15:00
19767,2229,16.07.21,09:13:36,1050005,   01:00,13:15:00
19768,2229,16.07.21,09:13:54,1050005,   03:00,13:15:00
19769,2229,16.07.21,10:06:36,1050005,   07:00,13:15:00
19770,2229,16.07.21,10:29:24,1070178,   13:00,13:15:00
19775,2229,16.07.21,16:48:00,89287778,   00:00,13:15:00
19776,2229,16.07.21,16:48:12,89287287778,   01:00,13:15:00
19778,2229,16.07.21,16:49:48,89287287778,   03:00,13:15:00
19789,2229,02.08.21,16:29:48,88005054023,   01:00,13:15:00
19790,2229,02.08.21,16:30:00,88005054023,   00:00,13:15:00
19791,2229,02.08.21,16:31:00,88005054023,   00:00,13:15:00
19792,2229,02.08.21,16:31:00,88005054023,   00:00,13:15:00
19793,2229,02.09.21,17:40:00,89287979090,   00:00,13:15:00
19794,2229,02.09.21,17:40:30,89287979090,   01:00,13:15:00
19795,2229,02.09.21,17:41:00,89287979090,   00:00,13:15:00
19796,2229,02.09.21,17:41:42,89287979090,   01:00,13:15:00
19797,2229,02.09.21,17:44:00,89287979090,   01:00,13:15:00
19799,2229,13.09.21,12:01:36,89626465050,   01:00,13:15:00
19800,2229,13.09.21,12:01:24,89626465050,   05:00,13:15:00
19801,2229,13.09.21,12:16:36,89626465050,   04:00,13:15:00
19806,2229,27.09.21,14:31:42,89640555055,   01:00,13:15:00
19810,2229,04.10.21,09:52:30,89287482680,   03:00,13:15:00
19811,2229,06.10.21,12:01:42,1016509,   01:00,13:15:00
19812,2229,07.10.21,11:04:30,89171710156,   03:00,13:15:00
19816,2229,21.10.21,14:28:30,89287917467,   01:00,13:15:00
19817,2229,21.10.21,14:28:42,89323220286,   01:00,13:15:00
19818,2229,28.10.21,10:53:18,1050005,   01:00,13:15:00
19819,2229,28.10.21,10:53:48,1050005,   02:00,13:15:00
19820,2229,28.10.21,10:55:00,1050005,   06:00,13:15:00
19822,2229,09.11.21,15:54:54,89274358226,   01:00,13:15:00
19823,2229,09.11.21,15:56:48,89274358226,   01:00,13:15:00
19825,2229,10.11.21,09:54:00,89373650044,   00:00,13:15:00
19827,2229,11.11.21,10:43:48,89604334283,   01:00,13:15:00
19828,2229,11.11.21,13:05:42,89287987715,   01:00,13:15:00
19829,2229,15.11.21,09:54:54,89604330629,   01:00,13:15:00
19830,2229,22.11.21,09:15:48,89380084848,   01:00,13:15:00
19831,2229,22.11.21,09:17:00,89380084848,   00:00,13:15:00
19832,2229,22.11.21,09:16:42,89380084848,   01:00,13:15:00
19833,2229,22.11.21,09:18:00,89380084848,   00:00,13:15:00
19834,2229,22.11.21,09:18:06,89380084848,   01:00,13:15:00
19835,2229,22.11.21,09:19:12,89380084848,   01:00,13:15:00
19836,2229,22.11.21,09:40:24,89286998282,   01:00,13:15:00
19837,2229,22.11.21,16:19:54,89287973366,   05:00,13:15:00
19838,2229,23.11.21,16:09:06,89286998282,   01:00,13:15:00
19839,2229,29.11.21,14:06:30,89287961450,   02:00,13:15:00
19840,2229,02.12.21,11:42:54,89188154341,   01:00,13:15:00
19841,2229,02.12.21,11:44:54,89220837772,   02:00,13:15:00
19843,2229,03.12.21,11:27:36,89286998282,   02:00,13:15:00
19844,2229,06.12.21,15:05:00,89280795249,   00:00,13:15:00
19845,2229,06.12.21,15:06:00,89280795249,   00:00,13:15:00
19846,2229,06.12.21,15:34:12,89288080005,   03:00,13:15:00
19850,2229,11.01.22,08:57:06,89287331130,   02:00,13:15:00
19851,2229,11.01.22,13:28:54,89250670001,   01:00,13:15:00
19852,2229,11.01.22,13:29:00,89250670001,   00:00,13:15:00
19853,2229,11.01.22,13:30:00,89250670001,   00:00,13:15:00
19854,2229,11.01.22,13:55:00,88005501212,   00:00,13:15:00
19855,2229,11.01.22,13:56:00,88005501212,   00:00,13:15:00
19856,2229,11.01.22,13:59:00,88005501212,   00:00,13:15:00
19857,2229,11.01.22,13:59:00,888005501313,   00:00,13:15:00
19858,2229,11.01.22,13:59:00,888005501313,   00:00,13:15:00
19859,2229,11.01.22,14:00:00,88005501313,   00:00,13:15:00
19860,2229,11.01.22,14:00:00,88005501313,   00:00,13:15:00
19861,2229,11.01.22,14:00:00,88005501313,   00:00,13:15:00
19862,2229,11.01.22,14:00:00,88005501313,   00:00,13:15:00
19863,2229,11.01.22,14:01:00,88005501313,   00:00,13:15:00
19864,2229,11.01.22,14:10:00,88005501313,   00:00,13:15:00
19865,2229,11.01.22,14:14:00,88005501313,   00:00,13:15:00
19866,2229,11.01.22,14:22:48,89624341212,   01:00,13:15:00
19867,2229,11.01.22,14:22:54,89604341212,   01:00,13:15:00
19869,2229,24.01.22,15:38:36,89287394429,   07:00,13:15:00
19871,2229,03.02.22,12:03:42,89287282349,   01:00,13:15:00
19872,2229,07.02.22,16:59:42,87303000,   01:00,13:15:00
19873,2229,07.02.22,16:59:54,87303000,   01:00,13:15:00
19874,2229,09.02.22,14:45:00,89287982223,   00:00,13:15:00
19875,2229,09.02.22,14:45:18,89287982233,   01:00,13:15:00
